,amount,city,marka,model,year,type,color,distance,motor_volume,horse_power,motor_type
255,145520.0,Bakı,Jeep,Grand Cherokee,2023,"Offroader / SUV, 5 qapı",Qara,0,3.6,286,Benzin
256,25500.0,Bakı,Kia,Optima,2016,Sedan,Qara,98000,2.0,205,Hibrid
257,16500.0,Bakı,Chery,Tiggo 2,2017,"Offroader / SUV, 5 qapı",Ağ,56500,1.5,106,Benzin
258,10500.0,Quba,Kia,Rio,2007,"Hetçbek, 5 qapı",Gümüşü,277454,1.4,97,Benzin
259,45140.0,Bakı,Changan,Qiyuan A06,2023,Liftbek,Boz,51000,1.5,325,Plug-in Hibrid
260,26500.0,Bakı,Hyundai,Sonata,2015,Sedan,Qara,98000,2.0,245,Benzin
261,53000.0,Bakı,Mercedes,Axor 2529,2006,Yük maşını,Ağ,898343,6.4,290,Dizel
262,32900.0,Bakı,Nissan,Sunny,2024,Sedan,Yaş Asfalt,0,1.6,118,Benzin
263,91868.0,Bakı,Lexus,ES 300h,2025,Sedan,Qara,0,2.5,218,Hibrid
264,44700.0,Gəncə,Toyota,Land Cruiser Prado,2013,"Offroader / SUV, 5 qapı",Ağ,53000,2.7,163,Benzin
265,5900.0,Bakı,Volkswagen,Passat,2001,Sedan,Qara,410280,1.8,150,Benzin
266,16800.0,Bakı,Chevrolet,Orlando,2014,Kompakt-Van,Qara,150200,1.8,141,Benzin
268,31900.0,Bakı,Kia,K7,2016,Sedan,Göy,180000,2.2,202,Dizel
269,12400.0,Bakı,Khazar,SD,2021,Sedan,Ağ,179000,1.7,113,Benzin
270,4600.0,Bakı,LADA (VAZ),2107,2003,Sedan,Ağ,95000,1.6,75,Benzin
271,25900.0,Bakı,BMW,320,2014,Sedan,Göy,113000,2.0,184,Dizel
272,37000.0,Bakı,Mazda,CX-5,2020,"Offroader / SUV, 5 qapı",Yaş Asfalt,110000,2.0,150,Benzin
273,45900.0,Bakı,Mercedes,C 300,2016,Kupe,Yaş Asfalt,109000,2.0,245,Benzin
274,78030.0,Bakı,Subaru,Outback,2024,"Offroader / SUV, 5 qapı",Qara,0,2.5,175,Benzin
275,9000.0,Ucar,Mercedes,C 180,1997,Sedan,Göy,243890,1.8,122,Benzin
276,40460.0,Bakı,Mazda,EZ-6,2025,Liftbek,Ağ,0,1.5,218,Plug-in Hibrid
277,104550.0,Bakı,BMW,530,2024,Sedan,Yaş Asfalt,9000,2.0,249,Plug-in Hibrid
278,55760.0,Bakı,Mercedes,E 220 d,2018,Sedan,Ağ,179000,2.0,194,Dizel
279,6500.0,Masallı,LADA (VAZ),2107,2010,Sedan,Ağ,98000,1.6,75,Benzin
280,48600.0,Bakı,Nissan,X-Trail,2024,"Offroader / SUV, 5 qapı",Boz,0,2.5,171,Benzin
281,93500.0,Bakı,Land Rover,Range Rover,2017,"Offroader / SUV, 5 qapı",Ağ,98000,3.0,340,Benzin
282,31500.0,Bərdə,Kia,Sorento,2014,"Offroader / SUV, 5 qapı",Ağ,177600,2.0,184,Dizel
283,19800.0,Bakı,Hyundai,Accent,2016,Sedan,Ağ,110300,1.6,128,Dizel
284,168300.0,Bakı,Land Rover,Defender,2023,"Offroader / SUV, 5 qapı",Qara,28000,3.0,300,Dizel
285,24300.0,Xırdalan,BMW,328,2013,Sedan,Ağ,135552,2.0,245,Benzin
286,6800.0,Bakı,Honda,Civic,2007,Sedan,Yaş Asfalt,350000,1.3,95,Hibrid
287,19500.0,Bakı,Hyundai,Sonata,2015,Sedan,Qara,192000,2.0,168,Benzin
288,2200.0,Xaçmaz,LADA (VAZ),2109,1989,"Hetçbek, 5 qapı",Boz,186520,1.3,64,Benzin
289,17500.0,Şirvan,Ford,Fusion (North America),2013,Sedan,Tünd qırmızı,215000,2.0,240,Benzin
290,21990.0,Bakı,Changan,Qiyuan A05,2025,Liftbek,Ağ,0,1.5,190,Plug-in Hibrid
291,69700.0,Bakı,Li Auto,L6,2024,"Offroader / SUV, 5 qapı",Qara,0,1.5,408,Plug-in Hibrid
292,26500.0,Bakı,Toyota,Land Cruiser Prado,2006,"Offroader / SUV, 5 qapı",Qara,164000,2.7,163,Benzin
293,19900.0,Bakı,Hyundai,Santa Fe,2008,"Offroader / SUV, 5 qapı",Qara,197000,2.7,189,Benzin
294,39100.0,Bakı,Changan,Deepal S7,2025,"Offroader / SUV, 5 qapı",Narıncı,0,1.5,238,Plug-in Hibrid
295,32500.0,Bakı,Mercedes,E 220 d,2014,Sedan,Ağ,210000,2.2,170,Dizel
296,8500.0,Bakı,LADA (VAZ),2107,2007,Sedan,Qara,80000,1.7,80,Benzin
297,6800.0,Sumqayıt,Hyundai,Elantra,2003,Sedan,Ağ,299000,2.0,112,Dizel
298,10200.0,Bakı,Toyota,Prius,2008,Liftbek,Göy,278000,1.5,76,Hibrid
299,16700.0,Gəncə,LADA (VAZ),Niva,2021,"Offroader / SUV, 3 qapı",Yaş Asfalt,42000,1.7,83,Benzin
300,8200.0,Biləsuvar,LADA (VAZ),2107,2011,Sedan,Boz,54000,1.6,73,Benzin
301,28000.0,Bakı,BYD,Seal 05,2025,Sedan,Boz,0,1.5,290,Plug-in Hibrid
302,39900.0,Bakı,DFSK,E5,2024,"Offroader / SUV, 5 qapı",Qara,0,1.5,174,Plug-in Hibrid
303,220830.0,Bakı,Land Rover,Defender,2024,"Offroader / SUV, 5 qapı",Qara,8800,3.0,300,Dizel
304,30000.0,Sumqayıt,Toyota,bZ3,2023,Sedan,Gümüşü,17000,0.0,245,Elektrik
305,27900.0,Bakı,Toyota,Land Cruiser Prado,2007,"Offroader / SUV, 5 qapı",Ağ,185000,2.7,163,Benzin
306,5200.0,Bakı,LADA (VAZ),2107,2007,Sedan,Ağ,100000,1.6,75,Benzin
307,14500.0,Sumqayıt,Infiniti,EX35,2008,"Offroader / SUV, 5 qapı",Gümüşü,176317,3.5,297,Benzin
308,10800.0,Şəmkir,Opel,Astra,2006,"Universal, 5 qapı",Yaş Asfalt,260000,1.4,90,Benzin
309,45000.0,Bakı,Mercedes,E 220 d,2017,Sedan,Gümüşü,139000,2.0,194,Dizel
310,20900.0,Bakı,Hyundai,Elantra,2015,Sedan,Göy,94951,1.8,150,Benzin
311,19500.0,Yardımlı,Kia,Sportage,2009,"Offroader / SUV, 5 qapı",Ağ,155000,2.0,140,Dizel
312,37900.0,Bakı,Toyota,Frontlander,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid
313,12130.0,Bakı,Hyundai,Sonata,2006,Sedan,Qara,325466,2.4,161,Benzin
314,3200.0,Xaçmaz,Mercedes,190,1989,Sedan,Yaş Asfalt,383236,2.0,122,Benzin
315,25500.0,Bakı,Baic,X3,2022,"Offroader / SUV, 5 qapı",Qırmızı,25000,1.5,116,Benzin
316,10000.0,Xırdalan,LADA (VAZ),Priora,2014,"Hetçbek, 5 qapı",Göy,268000,1.6,106,Benzin
317,37000.0,Bakı,Alfa Romeo,Giulia,2017,Sedan,Göy,64000,2.0,280,Benzin
319,19550.0,Lənkəran,Mitsubishi,ASX,2015,"Offroader / SUV, açıq",Ağ,177000,1.8,140,Benzin
320,15800.0,Gəncə,Chevrolet,Cruze,2015,Sedan,Gümüşü,142000,1.4,140,Benzin
321,8500.0,Tovuz,Mercedes,C 220,1995,Sedan,Gümüşü,418000,2.2,150,Benzin
322,62900.0,Quba,Volkswagen,Touareg,2020,"Offroader / SUV, 5 qapı",Yaş Asfalt,145000,3.0,340,Benzin
323,17600.0,Bakı,Hyundai,Elantra,2015,Sedan,Göy,158000,1.8,150,Benzin
324,19400.0,Bakı,Hyundai,Elantra,2015,Sedan,Tünd qırmızı,116000,2.0,150,Benzin
325,56100.0,Bakı,Toyota,Land Cruiser,2012,"Offroader / SUV, 5 qapı",Ağ,104000,4.0,282,Benzin
326,41500.0,Bakı,Lynk & Co,01,2024,"Offroader / SUV, 5 qapı",Ağ,17000,1.5,262,Plug-in Hibrid
327,9450.0,Bakı,Mitsubishi,Lancer,2008,Sedan,Qara,260000,2.0,150,Benzin
328,26000.0,Bakı,Mercedes,GL 450 4MATIC,2010,"Offroader / SUV, 5 qapı",Qara,270000,4.7,340,Benzin
329,60010.0,Bakı,Toyota,RAV4,2024,"Offroader / SUV, 5 qapı",Qara,0,2.5,218,Hibrid
330,18400.0,Bakı,Nissan,Note,2017,"Hetçbek, 5 qapı",Ağ,46000,1.2,80,Hibrid
331,36550.0,Bakı,Mercedes,S 500,2010,Sedan,Qara,244000,5.5,388,Benzin
332,24900.0,Sumqayıt,Chevrolet,Equinox,2018,"Offroader / SUV, 5 qapı",Ağ,160000,1.5,170,Benzin
333,23600.0,Bakı,BYD,Destroyer 05,2025,Sedan,Ağ,0,1.5,290,Plug-in Hibrid
334,13999.0,Bakı,Ford,Transit Connect,2009,Furqon,Ağ,129000,1.8,90,Dizel
335,25100.0,Bakı,Changan,Qiyuan A05,2025,Sedan,Ağ,0,1.5,190,Plug-in Hibrid
336,34900.0,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Boz,162000,2.0,186,Dizel
337,45500.0,Bakı,Toyota,Land Cruiser Prado,2013,"Offroader / SUV, 5 qapı",Ağ,163000,2.7,163,Benzin
338,31900.0,Bakı,Kia,Sorento,2013,"Offroader / SUV, 5 qapı",Ağ,231000,2.0,184,Dizel
339,17500.0,Gəncə,Chevrolet,Malibu,2016,Sedan,Ağ,220000,1.5,160,Benzin
340,30900.0,Bakı,Wuling,Alvez,2024,"Offroader / SUV, 5 qapı",Boz,0,1.5,105,Benzin
341,51850.0,Bakı,BMW,530e,2018,Sedan,Yaş Asfalt,89000,2.0,292,Plug-in Hibrid
342,16300.0,Bakı,Kia,Cerato,2011,Sedan,Qara,234400,1.6,126,Benzin
343,69700.0,Bakı,BMW,530e,2021,Sedan,Boz,72000,2.0,295,Plug-in Hibrid
344,2200.0,Bakı,Opel,Vectra,1998,"Hetçbek, 5 qapı",Yaşıl,250000,2.0,136,Benzin
345,25300.0,Bakı,Hyundai,Elantra,2020,Sedan,Ağ,113459,2.0,150,Benzin
346,25500.0,Bakı,Hyundai,Sonata,2016,Sedan,Ağ,130000,1.7,141,Dizel
347,69360.0,Bakı,Land Rover,Range Rover,2017,"Offroader / SUV, 5 qapı",Boz,122500,3.0,340,Benzin
348,4800.0,Bakı,BMW,320,1994,Sedan,Göy,300000,2.0,150,Benzin
349,13800.0,Gəncə,Chevrolet,Cruze,2012,Sedan,Göy,28000,1.4,140,Benzin
350,17500.0,Bakı,Lexus,IS 350,2006,Sedan,Ağ,321064,3.5,318,Benzin
351,42500.0,Bakı,Ford,Mustang,2017,Kupe,Göy,65000,2.3,309,Benzin
352,41140.0,Bakı,Toyota,Frontlander,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid
353,13500.0,Quba,Ford,Transit,1998,Mikroavtobus,Boz,377333,2.5,76,Dizel
354,25500.0,Bakı,Mitsubishi,L200,2015,"Pikap, ikiqat kabin",Ağ,390000,2.5,178,Dizel
355,64260.0,Bakı,Land Rover,RR Velar,2020,"Offroader / SUV, 5 qapı",Ağ,123000,2.0,250,Benzin
356,44030.0,Bakı,Changan,Deepal S7,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,238,Plug-in Hibrid
357,26500.0,Bakı,Ford,Transit,2011,Furqon,Ağ,170000,2.4,140,Dizel
358,27900.0,Bakı,Mitsubishi,L200,2013,"Pikap, ikiqat kabin",Gümüşü,195215,2.5,136,Dizel
359,50660.0,Bakı,Land Rover,RR Sport,2015,"Offroader / SUV, 5 qapı",Qara,144000,3.0,340,Benzin
360,56100.0,Bakı,Mercedes,E 220 d,2017,Sedan,Qara,180000,2.2,194,Dizel
361,56000.0,Bakı,Land Rover,RR Evoque,2020,"Offroader / SUV, 5 qapı",Ağ,40000,2.0,240,Benzin
362,11900.0,Bakı,Mitsubishi,Pajero io,2000,"Offroader / SUV, 3 qapı",Göy,287000,2.0,136,Benzin
363,17800.0,Xırdalan,Hyundai,Accent,2017,Sedan,Qara,180980,1.6,140,Benzin
364,34986.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
365,26800.0,Bakı,Geely,Coolray,2021,"Offroader / SUV, 5 qapı",Ağ,59800,1.5,150,Benzin
366,28670.5,Bakı,Mercedes,CLA 250,2019,Sedan,Gümüşü,123292,2.0,208,Benzin
367,37910.0,Bakı,Toyota,Camry,2018,Sedan,Qara,130800,2.5,181,Benzin
368,71230.0,Bakı,Mitsubishi,Outlander,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.5,181,Benzin
369,27500.0,Bakı,Mercedes,Vito 115,2007,Minivan,Ağ,352000,2.2,150,Dizel
370,8700.0,Cəlilabad,Mercedes,C 180,1999,Sedan,Gümüşü,250000,1.8,122,Benzin
371,36500.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid
372,15000.0,Bakı,Toyota,Camry,2008,Sedan,Qara,270000,2.4,158,Benzin
373,22800.0,Bakı,Hyundai,ix35,2013,"Offroader / SUV, 5 qapı",Gümüşü,141368,2.4,178,Benzin
374,6900.0,Bakı,Nissan,Micra,2009,"Hetçbek, 5 qapı",Gümüşü,236534,1.3,120,Benzin
375,32500.0,Bakı,Ford,Transit,2007,Yük maşını,Gümüşü,69400,2.4,140,Dizel
376,62968.0,Bakı,Toyota,Land Cruiser,2013,"Offroader / SUV, 5 qapı",Ağ,158201,4.0,282,Benzin
377,30770.0,Bakı,Toyota,Corolla,2025,Sedan,Ağ,0,1.8,197,Hibrid
378,3200.0,Cəlilabad,LADA (VAZ),2106,1985,Sedan,Mavi,95000,1.5,75,Benzin
379,18300.0,Bakı,Toyota,Camry,2010,Sedan,Ağ,175000,2.4,167,Benzin
380,55930.0,Bakı,Toyota,RAV4,2023,"Offroader / SUV, 5 qapı",Yaş Asfalt,21500,2.5,218,Hibrid
381,16900.0,Bakı,Mercedes,E 320,2002,Sedan,Qara,325181,3.2,224,Benzin
382,36500.0,Bakı,Hyundai,Santa Fe,2016,"Offroader / SUV, 5 qapı",Qara,125000,2.0,184,Dizel
383,72930.0,Bakı,Mazda,CX-5,2024,"Offroader / SUV, 5 qapı",Boz,0,2.5,194,Benzin
384,51850.0,Bakı,Toyota,Camry,2025,Sedan,Qara,0,2.0,197,Hibrid
385,37900.0,Bakı,GAC,Empow,2024,Sedan,Yaş Asfalt,0,1.5,177,Benzin
387,10400.0,Bakı,Kia,Rio,2006,"Hetçbek, 5 qapı",Qəhvəyi,190500,1.5,110,Dizel
388,23000.0,Bakı,Mercedes,Vito,2007,Minivan,Göy,330000,2.2,116,Dizel
389,12700.0,Bərdə,Opel,Astra,2009,"Hetçbek, 5 qapı",Göy,232000,1.4,90,Benzin
390,22000.0,Kürdəmir,Hyundai,Elantra,2013,Sedan,Qara,190000,1.8,150,Benzin
391,31499.0,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
392,31620.0,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
393,18700.0,Bakı,Mercedes,Vito 115,2013,Furqon,Gümüşü,289000,2.2,150,Dizel
394,19900.0,Bakı,BMW,528,2011,Sedan,Ağ,220000,3.0,272,Benzin
395,25900.0,Bakı,Mercedes,Vito 111,2009,Furqon,Ağ,261700,2.2,116,Dizel
396,32300.0,Bakı,Ford,Transit,2007,Yük maşını,Ağ,223487,2.4,140,Dizel
397,18200.0,Bakı,LADA (VAZ),Niva,2024,"Offroader / SUV, 3 qapı",Ağ,8500,1.7,83,Benzin
399,17000.0,Bakı,Infiniti,FX35,2008,"Offroader / SUV, 5 qapı",Qəhvəyi,292000,3.5,280,Benzin
400,29900.0,Şəki,Kia,Optima,2016,Sedan,Göy,66000,2.0,245,Benzin
401,29600.0,Bakı,Kia,K5,2017,Sedan,Göy,119000,2.0,168,Benzin
402,22500.0,Xırdalan,Hyundai,Elantra,2018,Sedan,Ağ,238558,2.0,150,Benzin
403,59400.0,Bakı,JETOUR,T2,2025,"Offroader / SUV, 5 qapı",Qara,0,2.0,254,Benzin
404,21100.0,Bakı,Hyundai,Accent,2018,Sedan,Yaş Asfalt,125000,1.6,140,Benzin
405,41310.0,Bakı,Toyota,Camry,2022,Sedan,Qara,117000,2.5,218,Hibrid
406,34200.0,Bakı,Kia,Sportage,2017,"Offroader / SUV, 5 qapı",Qara,57000,2.0,184,Benzin
407,31200.0,Bakı,Hyundai,Santa Fe,2017,"Offroader / SUV, 5 qapı",Yaş Asfalt,236574,2.0,240,Benzin
409,19900.0,Xırdalan,Chevrolet,Malibu,2016,Sedan,Göy,160000,1.5,160,Benzin
410,50320.0,Bakı,Audi,Q7,2017,"Offroader / SUV, 5 qapı",Ağ,117180,2.0,252,Benzin
411,6200.0,Şamaxı,LADA (VAZ),2115,2011,Sedan,Qara,150000,1.6,81,Benzin
412,34000.0,Bakı,BMW,320,2015,Sedan,Göy,185000,2.0,184,Dizel
413,10500.0,Sumqayıt,Opel,Astra,2008,"Universal, 5 qapı",Gümüşü,368000,1.3,90,Dizel
414,35500.0,Bakı,Kia,Sorento,2017,"Offroader / SUV, 5 qapı",Boz,107800,2.0,184,Dizel
415,16100.0,Bakı,Volkswagen,Polo,2019,Sedan,Qara,249526,1.6,110,Benzin
416,5000.0,Gəncə,LADA (VAZ),2114,2006,"Hetçbek, 5 qapı",Yaş Asfalt,419217,1.6,81,Benzin
417,7800.0,Bakı,LADA (VAZ),Priora,2013,"Hetçbek, 5 qapı",Ağ,321000,1.6,98,Benzin
418,29240.0,Bakı,Mercedes,E 220 d,2013,Sedan,Qara,249000,2.2,170,Dizel
419,9500.0,Sumqayıt,Mercedes,C 180,1995,Sedan,Qara,393000,1.8,129,Benzin
420,54230.0,Bakı,BMW,X5,2015,"Offroader / SUV, 5 qapı",Qara,216000,3.0,306,Benzin
421,17500.0,Bakı,Toyota,Camry,2012,Sedan,Qara,198000,2.5,178,Benzin
422,8500.0,Bakı,Opel,Astra,2006,"Universal, 5 qapı",Göy,360000,1.3,90,Dizel
423,18800.0,Bakı,BMW,328,2014,Sedan,Ağ,265000,2.0,245,Benzin
424,23400.0,Bakı,Mercedes,Sprinter 311,2006,Furqon,Ağ,386700,2.2,129,Dizel
425,21700.0,Bakı,Toyota,Corolla Fielder,2017,"Universal, 5 qapı",Ağ,32520,1.5,74,Hibrid
426,12500.0,Bakı,Nissan,X-Trail,2003,"Offroader / SUV, 5 qapı",Ağ,210000,2.0,165,Benzin
427,48450.0,Bakı,Changan,Qiyuan Q07,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,224,Plug-in Hibrid
428,37230.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid
429,7100.0,Bakı,Opel,Astra,1998,"Hetçbek, 5 qapı",Yaşıl,327000,1.6,101,Benzin
430,2500.0,Bakı,LADA (VAZ),2104,1996,"Universal, 5 qapı",Bej,300000,1.5,65,Benzin
431,11000.0,Bakı,Toyota,Prius,2007,Liftbek,Tünd qırmızı,195000,1.5,76,Hibrid
432,96050.0,Bakı,Mercedes,E 300 e,2022,Sedan,Qara,6400,2.0,320,Plug-in Hibrid
433,18000.0,Sumqayıt,Mercedes,E 220 d,2009,"Universal, 5 qapı",Göy,205000,2.2,170,Dizel
434,104550.0,Bakı,BMW,X5,2019,"Offroader / SUV, 5 qapı",Göy,94870,3.0,340,Benzin
435,10200.0,Bakı,Mercedes,E 200,1997,Sedan,Gümüşü,498000,2.0,136,Benzin
436,46750.0,Bakı,Hyundai,Grandeur,2020,Sedan,Yaş Asfalt,48498,2.5,198,Benzin
437,45883.0,Bakı,Kia,Sportage,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,2.0,150,Hibrid
438,4000.0,Bakı,Opel,Vectra,1996,Sedan,Boz,360000,2.0,136,Benzin
439,13900.0,Bakı,Suzuki,GSX-R 600,2012,Motosiklet,Göy,29000,0.0,120,Benzin
440,40900.0,Bakı,Hyundai,Elantra,2023,Sedan,Yaş Asfalt,4900,2.0,150,Benzin
441,96900.0,Bakı,Mercedes,CLS 450 4MATIC,2018,Sedan,Ağ,62000,3.0,367,Benzin
442,9000.0,Bakı,Kia,Rio,2005,"Hetçbek, 5 qapı",Gümüşü,390000,1.5,110,Dizel
443,99450.0,Bakı,Land Rover,Range Rover,2018,"Offroader / SUV, 5 qapı",Ağ,110000,3.0,340,Benzin
444,34300.0,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,186000,2.0,184,Dizel
445,28000.0,Bakı,Kia,Optima,2019,Sedan,Ağ,61960,1.6,180,Benzin
446,13000.0,Daşkəsən,Mercedes,208 D,1994,Mikroavtobus,Ağ,256300,2.3,150,Dizel
447,27200.0,Bakı,Changan,CS 55 Plus,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid
448,26826.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
450,72250.0,Bakı,Mitsubishi,L200,2025,"Pikap, ikiqat kabin",Yaş Asfalt,0,2.4,181,Dizel
451,17400.0,Bakı,Nissan,Qashqai,2011,"Offroader / SUV, 5 qapı",Qara,163000,2.0,141,Benzin
452,36500.0,Bakı,Mercedes,Sprinter 316,2017,Furqon,Ağ,393183,2.2,163,Dizel
453,63240.0,Bakı,Mercedes,GLC 250 4MATIC,2017,SUV Kupe,Qara,117000,2.0,211,Benzin
455,119510.0,Bakı,Land Rover,Range Rover,2020,"Offroader / SUV, 5 qapı",Qara,112600,3.0,410,Benzin
456,16900.0,Bakı,Chevrolet,Malibu,2016,Sedan,Ağ,171000,1.5,160,Benzin
457,42330.0,Bakı,Porsche,Panamera 4,2010,Liftbek,Qara,149000,3.6,300,Benzin
458,21800.0,Bakı,Kia,Optima,2013,Sedan,Ağ,127000,2.0,165,Benzin
459,37910.0,Bakı,BMW,330e,2017,Sedan,Qara,69700,2.0,252,Plug-in Hibrid
460,79050.0,Bakı,Audi,Q7,2020,"Offroader / SUV, 5 qapı",Qara,71000,2.0,252,Benzin
461,44300.0,Bakı,Changan,Qiyuan Q07,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,224,Plug-in Hibrid
462,22800.0,Bakı,Kia,Forte,2020,Sedan,Tünd qırmızı,95252,2.0,147,Benzin
463,21700.0,Bakı,Hyundai,Elantra,2015,Sedan,Yaş Asfalt,119000,1.8,150,Benzin
464,44000.0,Bakı,Changan,Qiyuan Q07,2025,"Offroader / SUV, 5 qapı",Bej,0,1.5,224,Plug-in Hibrid
465,20500.0,Bakı,Kia,K3,2015,Sedan,Ağ,180000,1.6,128,Dizel
466,2050.0,Bakı,Freedom,SKY 49,2025,Moped,Qırmızı,0,0.0,10,Benzin
467,20300.0,Bakı,Hyundai,Elantra,2015,Sedan,Gümüşü,233355,1.8,150,Benzin
468,163880.0,Bakı,Jaguar,F-Pace,2023,"Offroader / SUV, 5 qapı",Qara,0,2.0,404,Plug-in Hibrid
469,17400.0,Bakı,Hyundai,Accent,2012,Sedan,Boz,179500,1.4,108,Benzin
470,15300.0,Şirvan,Hyundai,i30,2009,"Hetçbek, 5 qapı",Yaş Asfalt,181000,1.4,109,Benzin
471,37000.0,Bakı,Lexus,RX 350,2013,"Offroader / SUV, 5 qapı",Ağ,120000,3.5,277,Benzin
472,8400.0,Bakı,BMW,525,1999,Sedan,Gümüşü,258000,2.5,143,Benzin
473,141100.0,Bakı,Land Rover,Defender,2020,"Offroader / SUV, 5 qapı",Boz,36000,3.0,400,Benzin
474,28900.0,Bakı,Mazda,6,2015,Sedan,Qara,177000,2.5,192,Benzin
475,19900.0,Bakı,Nissan,Juke,2015,"Offroader / SUV, 5 qapı",Ağ,173809,1.6,190,Benzin
476,11500.0,Sumqayıt,Opel,Astra,2007,"Universal, 5 qapı",Göy,300000,1.7,110,Dizel
477,4800.0,Qəbələ,LADA (VAZ),2106,2001,Sedan,Ağ,69347,1.6,75,Benzin
478,11200.0,Gəncə,Infiniti,FX35,2004,"Offroader / SUV, 5 qapı",Qara,207500,3.5,280,Benzin
479,23450.0,Bakı,BYD,Destroyer 05,2024,Sedan,Ağ,0,1.5,290,Plug-in Hibrid
480,14000.0,Şirvan,Toyota,Corolla,2006,"Hetçbek, 5 qapı",Qara,342500,1.4,90,Dizel
481,74900.0,Bakı,GAC,M8,2024,Minivan,Qara,0,2.0,252,Benzin
482,50150.0,Bakı,BMW,535,2016,Sedan,Göy,59300,3.0,306,Benzin
483,11800.0,Bakı,Toyota,Prius,2008,Liftbek,Gümüşü,30000,1.5,76,Hibrid
484,12400.0,Bakı,Toyota,Prius C,2012,"Hetçbek, 5 qapı",Qırmızı,187945,1.5,73,Hibrid
485,19990.0,Bakı,BYD,Qin Plus,2025,Sedan,Ağ,0,1.5,290,Plug-in Hibrid
486,9400.0,Bakı,Volkswagen,Passat CC,2011,Sedan,Qara,295000,2.0,200,Benzin
487,16500.0,Bakı,Volkswagen,Passat CC,2012,Sedan,Ağ,247000,2.0,211,Benzin
488,9200.0,Bakı,Kia,Rio,2007,"Hetçbek, 5 qapı",Yaş Asfalt,380860,1.5,110,Dizel
489,22500.0,Xırdalan,Kia,Optima,2015,Sedan,Qara,200471,2.0,274,Benzin
490,35400.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid
492,38369.0,Bakı,BMW,330,2021,Sedan,Qırmızı,34099,2.0,255,Benzin
493,31500.0,Bakı,Changan,CS 55 Plus,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,313,Plug-in Hibrid
494,31300.0,Bakı,Hyundai,Santa Fe,2013,"Offroader / SUV, 5 qapı",Yaş Asfalt,122000,2.2,197,Dizel
495,20800.0,Bakı,Hyundai,Elantra,2016,Sedan,Yaş Asfalt,110000,2.0,150,Benzin
496,36000.0,Bakı,Toyota,Camry,2020,Sedan,Göy,98000,2.5,200,Benzin
497,33983.0,Bakı,Toyota,Corolla Cross,2024,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid
498,34510.0,Bakı,BYD,Song Plus DM-İ,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,235,Plug-in Hibrid
499,9700.0,Bakı,Honda,Civic,2007,Sedan,Ağ,290000,1.3,88,Hibrid
500,10200.0,Göytəpə,Kia,Rio,2011,Sedan,Yaş Asfalt,202000,1.4,97,Benzin
501,33800.0,Bakı,BMW,528,2014,Sedan,Qara,183000,2.0,245,Benzin
502,38500.0,Bakı,BMW,428,2016,Kabriolet,Ağ,141000,2.0,245,Benzin
503,42500.0,Bakı,Kia,K5,2022,Sedan,Qara,104000,2.0,150,Benzin
504,11600.0,İmişli,Opel,Astra,2007,"Hetçbek, 5 qapı",Göy,300000,1.4,90,Benzin
505,36500.0,Bakı,MG,GT,2024,Sedan,Qara,0,1.5,173,Benzin
506,20000.0,Bakı,BMW,530,2005,Sedan,Gümüşü,212000,3.0,231,Benzin
507,27500.0,Bakı,Mercedes,Vito,2009,Minivan,Ağ,325612,2.2,116,Dizel
508,31900.0,Bakı,Changan,CS 35 Plus,2024,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.4,150,Benzin
509,145000.0,Bakı,Hyundai,County,2024,Avtobus,Ağ,0,3.9,150,Dizel
510,12500.0,Gəncə,Kia,Ceed,2009,"Hetçbek, 5 qapı",Ağ,146000,1.4,109,Benzin
